Sector,Salary Paid,Taxable Benefits,Employer,Position,Calendar Year,ID
Universities,"$120,816.00",$0.00,University of Waterloo,Professor,2001,a9d4fce7f2bd5361f21cd6f1a36e9bd2f806b42244e5b01a901cff287b584c3a
Universities,"$105,540.01",$0.00,University of Waterloo,Professor,2001,126f595af8cfa7a9412c42fe5119cf186d086bd5fb7f0fb821ecb5b625fd9825
Universities,"$113,205.36",$0.00,University of Waterloo,Professor,2001,5330a1cc9b3b52df1c56676660d70a17c0aa7f4320cd6425e119ab5767a715d5
Universities,"$115,105.38",$0.00,University of Waterloo,"Vice President, University Relations",2001,86ae25c88db376c530476614fa931c4fac93a66e09a0d0973875d563425d8de0
Universities,"$107,036.68",$0.00,University of Waterloo,Professor,2001,b728fd6eacb509a78c2aa5677e90816f8ed2768a23990e3480e781dd21c9e8e4
Universities,"$105,270.04",$0.00,University of Waterloo,Professor,2001,ebf07fc9cf5d57fabfb6b0b2ca230d3c472009e6a5c2f808c4e3524935a8a507
Universities,"$113,850.48",$0.00,University of Waterloo,Professor,2001,54399cc6bce3f0ffa9fc2e4cb0ad43359d4f2b8e0eee9b8c75399b745eec95d2
Universities,"$105,577.00",$0.00,University of Waterloo,Associate Professor,2001,45348c370756604df9b50eb19335fd1bfa6792ba98a92a91ff0c16abf7e74572
Universities,"$100,657.36",$0.00,University of Waterloo,Associate Professor,2001,bd3fe7f003586f67b077159c0000cd211d2c54e453c6ab4cb017acb3f80b98e6
Universities,"$106,542.36",$0.00,University of Waterloo,Professor,2001,4f2fc5c60308a3385174d06c1bc1a2edeaca26083070685203e110cdaeedce93
Universities,"$130,235.32",$0.00,University of Waterloo,Professor,2001,925eea3e24219702fb7267a308bd8f4e9f599ee796efa20ed5bb965536a1050c
Universities,"$120,134.33",$0.00,University of Waterloo,Professor,2001,219a0af0f6696ee5c2e470e1a2830183358936b2eb20c3f346d9f2f9a0d7d6e6
Universities,"$119,367.35",$0.00,University of Waterloo,President Conrad Grebel College,2001,1476f25bc0dd27cb6cfc3b96c55c24a6d711e0ee7da812dbc772af7a61b99567
Universities,"$118,804.60",$0.00,University of Waterloo,Professor,2001,899e1fa8c95d49f140fa27dd8797abe9f95ce05b20b49a37c755e9dcc7096107
Universities,"$106,939.32",$0.00,University of Waterloo,Professor,2001,2953e164babbfac6a97260b5b509006f9f1f9ba1f0ed479acb7e96288165e110
Universities,"$107,526.98",$0.00,University of Waterloo,Associate Professor,2001,0c917a0aaf52926057c9e274923f7fcd7511bfda56610020184b38ce4d8788b0
Universities,"$104,408.32",$0.00,University of Waterloo,Professor,2001,dc968d707f47a11cea00081972d0ea29face3e03a9c560166f8513cc3e705652
Universities,"$109,298.36",$0.00,University of Waterloo,Professor,2001,2285778b2a4da532b81f3482eefe738cf4caa5c31c36181513fa7590cc92ef75
Universities,"$116,360.76",$371.00,University of Waterloo,Professor St. Jeromes,2001,d5dace5f70547d01ecda766fadb0f1aa086b7b09aa37c7f7e2f8db95fd00f967
Universities,"$103,532.76",$0.00,University of Waterloo,Professor,2001,ab94ffdde2f216a75222b3a6bb993931e82cbe3b6ca45c02c512cb48d73a8eda
Universities,"$117,113.04",$0.00,University of Waterloo,Professor,2001,d7926ea5f563555e4d4b0de575609ef76e0ad441cb5276abe052511032399ac3
Universities,"$102,207.72",$0.00,University of Waterloo,Professor,2001,6a4eb3cd19ec786da311b60f020af64230669de9a0c5c83a3ea218e87061fc72
Universities,"$107,908.36",$0.00,University of Waterloo,Professor,2001,e79d8893c25800dfe986a96bb2f288e6b1699848e839e5a8555382cf7d458ad7
Universities,"$122,763.00",$0.00,University of Waterloo,"Director, Univ.Business Operation",2001,4a994f8a0b86d055769d9ed2542fe906169edfeb1f1baf7448915ccf81d8c079
Universities,"$111,382.36",$0.00,University of Waterloo,Professor,2001,dcbf9746c3305961c9cc6ee6433010135a661ba27f47d9c818bcd75aa2531a34
Universities,"$143,271.68",$0.00,University of Waterloo,Associate Provost. Student Affairs,2001,1ed6e56214e72ce52bf0bc0bb4f1afd7149105cbfb6d4f6066916eabb05491eb
Universities,"$114,574.04",$0.00,University of Waterloo,Professor,2001,8d0706fff4417a6d4985602d1aaaadecab9b5001647eff2c5bd85938a84cca1f
Universities,"$102,136.60",$0.00,University of Waterloo,Associate Professor,2001,11c72e10389bd38cc95b019dd01b906b86aeae6403dcd51d11ba105a2514f8d2
Universities,"$106,108.64",$0.00,University of Waterloo,Professor,2001,7f2dc86c26e77812c84e7e006cef64de0505de395a4bc99053ff2e465cc91ca0
Universities,"$106,322.68",$0.00,University of Waterloo,Associate Professor,2001,fca5c09908ce7a063584439b3f0c7f6104604eb2e3ebf3c1ec8b17ef5944731b
Universities,"$101,132.28",$0.00,University of Waterloo,Associate Professor,2001,6eb1a79a76366fb742558da9f20575abaaf928a15e22a4867263ded89a15dfb1
Universities,"$103,569.04",$0.00,University of Waterloo,Associate Professor,2001,d48efe14230b8a994d0e779c3883eb4d6743f5d1297a641b609d07627f032321
Universities,"$112,142.96",$0.00,University of Waterloo,Professor,2001,84ff3f1fed18013ae98c9da626ff1159c9f48e32f8a30c2e9b6870a947ce0800
Universities,"$104,929.32",$0.00,University of Waterloo,Associate Professor,2001,d1a2be68aa3fa06899d2c6aafcb504ba08b2e83d32ad4d42491c8a823f8996cb
Universities,"$108,177.68",$0.00,University of Waterloo,Professor,2001,387426124c49fbcba8a320da73a5381b5073975c2ddeb17f69e314204ea16abc
Universities,"$123,718.28",$0.00,University of Waterloo,Professor,2001,0db7e34d7b757ce4994b548f8d589e7921c1d5117cfc79915ab200e3c3c19240
Universities,"$105,797.32",$0.00,University of Waterloo,Professor,2001,4330d218fbe74b758f2293241b48d438c0c60f88e1422fbc900d91d5a50fd7f3
Universities,"$118,314.68",$0.00,University of Waterloo,Professor,2001,460b5219958d8446cf75956ce306f8ddb0036264b321502e8f526c0d9ad2defd
Universities,"$102,751.64",$0.00,University of Waterloo,Professor,2001,5e1fc48b9a5dfd0cad30bf3f0434322f04384aa12ace169cd6fde5b96fd97f34
Universities,"$233,247.00",$138.00,University of Western Ontario,"Assistant Professor, Clinical MD",2001,2dbed8b6c0144f1c21857cefbaf216a53bd89e8175b8b890883f52472ad5da94
Universities,"$102,912.93",$138.00,University of Western Ontario,Assistant Professor,2001,6036b7ce408f28b800354037a8ac04b977129ccb2a12fa90af19a294c0b611cb
Universities,"$105,817.68",$138.00,University of Western Ontario,Professor,2001,0f04f9a9665fbcdddd7377feef53b02a56835bc683fcd49c346d0090e0587e92
Universities,"$111,129.09",$138.00,University of Western Ontario,Professor,2001,d82314bf993602c4326310344cd90dd8de6f0f12f83aa23843efed8771761231
Universities,"$108,416.23",$138.00,University of Western Ontario,Assistant Professor,2001,1c362e721abef46d47033e05d6703147fcc146a349d5200939867b2d823e048b
Universities,"$122,198.76",$138.00,University of Western Ontario,Professor,2001,9149f8c8e86c5b5c61d30b73eff5a25d9b92d3ddbc0d944c4018e66b381c7238
Universities,"$100,149.38",$138.00,University of Western Ontario,Assistant Professor,2001,c4df594ff16244acb0debdc97dfa13e82400db43aa44d0c6b30c66558fccb755
Universities,"$128,660.52",$138.00,University of Western Ontario,Professor,2001,3e8aec0b419f89339f4e06d7944e6d4b59e86f7f3a13b705a75e4459b9f0e403
Universities,"$121,455.00",$138.00,University of Western Ontario,Assoc. Dean / Professor,2001,d159db4301f0c58006020001a519c3b72b68e6a1ad2e4a211b51656cb8af8f2a
Universities,"$140,721.96",$138.00,University of Western Ontario,Dean / Professor,2001,2493f46fb97462b5cb6fdaf569d2f06032e3fb3fb392ec4b823f73a394d014ff
Universities,"$103,900.76",$138.00,University of Western Ontario,Professor,2001,80ccdf0644eb6c9d9f1cffcbed495a1f8cd3f89d3efeb8864e53d4738a97af6a
Universities,"$101,288.73",$138.00,University of Western Ontario,Professor,2001,5065e2182e6b96d8a15f70a86a2782f88b5226071bd16fe958078c6629c86026
Universities,"$136,902.98",$138.00,University of Western Ontario,Assoc. Dean / Professor,2001,389169dc63553ba9720de0b638af6246ef1622f2bf8d31476cf045e0f43e5b72
Universities,"$105,813.06",$138.00,University of Western Ontario,Professor,2001,5f63ef596913d08329b25957087359c272b652873f5525cab83c480375518ed4
Universities,"$132,230.99",$138.00,University of Western Ontario,Dean / Professor,2001,af889fbfd9f2d9852ae021275831d79e23fb3227558aced50b2013dd4191182a
Universities,"$101,231.84",$138.00,University of Western Ontario,Associate Professor,2001,4bce7e753f1814bdaa0fd77eb45d3f7e4cbc490b6d48fcf1bbde35eb477cb1e6
Universities,"$108,881.26",$138.00,University of Western Ontario,Professor,2001,636650d81850016fd97cb42ca62711c96280d3c997d50c133b7bb23fa689c9d2
Universities,"$164,006.72",$59.60,University of Western Ontario,Professor / MD,2001,49827235828e557069862b69eaf4616b59f8f9a0f8edc1dd2b798cd18e229d52
Universities,"$105,954.96",$59.60,University of Western Ontario,Associate Professor / MD,2001,f876bb39513a6dcbd76e22408ddc3712b986b1afeb7a477b80e664af742e998e
Universities,"$115,000.00",$95.76,University of Western Ontario,Vice-President (Research),2001,8b51186455d5cdfaaf7f2c60b1c2d00157c03e81704e17442e3d1bed0cbcac55
Universities,"$126,050.95",$59.60,University of Western Ontario,Associate President /MD,2001,3fcfd762d82da4a823200c4cf991fadd487f730e9f675e68d4030e761b088e0a
Universities,"$117,129.38",$138.00,University of Western Ontario,Professor,2001,34e344d2f336e165962e9b20ee3657c877ecc46be1392841a7c7ef7e5b30efe5
Universities,"$108,971.21",$138.00,University of Western Ontario,Professor,2001,24e546ef2159439473a1f44301c7f4bf33507e8e05211f2b6748575aa9e45665
Universities,"$109,682.98",$138.00,University of Western Ontario,Professor,2001,7d720df4444bb8b89451d87002089dc96da64f788dea566ac115b2188453945a
Universities,"$107,853.55",$138.00,University of Western Ontario,Professor,2001,71a646c2d2460cd51d957170bd653070a66d42d0b0736505478d48fa47f36d17
Universities,"$107,155.49",$138.00,University of Western Ontario,Professor,2001,7a81e76357596db63dc3961070195bc0b711050e8a1d53f6408b843b37ca110f
Universities,"$119,407.38",$138.00,University of Western Ontario,Professor,2001,ee9d01d5b412cefae13962eb57eaaf1e4579e3ab35d32abd2aec4c7f02cd9df7
Universities,"$104,356.44",$138.00,University of Western Ontario,Associate Professor,2001,c1f81ac0f7e13363adac3909dd7af7b862fe5edc97fec938457118f226a78127
Universities,"$127,562.04",$138.00,University of Western Ontario,Assoc. V.P. (Inst. Planning),2001,71fe9c4a77a4f11750011d03bedfe103550054b9734cb0aba1db377f7c3f8e4c
Universities,"$101,168.43",$138.00,University of Western Ontario,Professor,2001,5cddc4d2e9764f1777d83600c14233afdf19c1aa10340afe1d73f1887a47f305
Universities,"$124,231.56",$59.60,University of Western Ontario,Associate Professor / MD,2001,67b1cf90b1600f8ff47d426e5f378156819dab0ebcf9c611cca7fa929d980176
Universities,"$187,911.96",$138.00,University of Western Ontario,Assistant Prof/Clinical MD,2001,928d7247889d986d6ab3260268702c8bbd5364accaf1287e4a8566c1ad6bcb74
Universities,"$153,741.96",$138.00,University of Western Ontario,Professor,2001,1c79b33afaf87892104e2885155aed7831fb475dd9219ac2a9e2102ef3b6c2d3
Universities,"$112,757.46",$138.00,University of Western Ontario,Associate Professor,2001,c90eeadb9a797aff1893b4465bcb5d17138e09ecefef33d0c19e058e0ee02e72
Universities,"$100,827.48",$138.00,University of Western Ontario,Professor,2001,b91f6e2bcae59061af882b2805bbf792051ce86514f157cfe4d2eab280c4584c
Universities,"$100,244.10",$138.00,University of Western Ontario,Professor,2001,16d921eb45cf4f4814363be97d9c7216be7edc9259b2d71939a3987f5ae16ead
Universities,"$106,088.27",$138.00,University of Western Ontario,Professor,2001,f151beca3d4bd9b42d0a18424492a1772332a970c06b6132046bd850136bd95e
Universities,"$118,984.40",$138.00,University of Western Ontario,Professor,2001,e8644ae1995db817e4bc6ea925257a4c3414f8427b6329a300a264a300183962
Universities,"$237,275.02","$17,828.52",University of Western Ontario,President and Vice-Chancellor,2001,1a61d7a7fbbd7350379462b024988bffe193e65222b22fd2506d66ba9593db97
Universities,"$114,490.89",$138.00,University of Western Ontario,Professor,2001,c315d68b81c44ccbedb5a643c20c4e88d1502b6f0e228f6dea06bac2dd22c42b
Universities,"$112,038.86",$138.00,University of Western Ontario,Professor,2001,239155cb3fae03b9eac953c91e682a3595215dc7bc489fabe351eb7df2ba3626
Universities,"$100,902.18",$138.00,University of Western Ontario,Professor,2001,3bd56bd2b9fae4391788fa1ee55fd6c888da97173dca3be5f36ae99906eb8bfd
Universities,"$109,809.00",$138.00,University of Western Ontario,Assoc. V.P. (Fin. Services),2001,8acab6fb17dbc9a33f5eaca527f7a119362dec8e87262e993a7d32b980a85522
Universities,"$117,078.01",$138.00,University of Western Ontario,Professor,2001,568dae9c1e70bdae0d2cf40fd2c6fcbb258254247e514989b7c0c08d085a13e3
Universities,"$103,637.82",$138.00,University of Western Ontario,Professor,2001,ee79ebc4cf50c5be56fe8a14d21f59a8cd7f9bce8a72854eeecd9a15f928945e
Universities,"$102,849.43","$1,513.00",University of Western Ontario,Assistant Professor,2001,fa87efa2ab096000ea832c2495d59c3506215d46adaa1d2273d90d6581caeb19
Universities,"$126,448.52",$138.00,University of Western Ontario,Professor,2001,91f4f518be86e212b5a3cbcd0ff89f00eaf4f1b684d3293b853de0e6f078111c
Universities,"$104,853.13",$138.00,University of Western Ontario,Professor,2001,304ee52440c720d4262599b8b73a2fc947eac1048b04f43f81528cca4d0a1756
Universities,"$113,905.69",$138.00,University of Western Ontario,Dir.Comm. & Public Affairs,2001,b570a5a305b3952ca4fea2dbf6aecf84e6b4757d7a619c7e5b2b07ac956285f8
Universities,"$102,513.36",$138.00,University of Western Ontario,Associate Professor,2001,773779f4c5906f47fcfa27bff754d78b07780969d53554cfb590b92c5a424609
Universities,"$106,187.04",$59.60,University of Western Ontario,Professor / MD,2001,476661e88fddf733ac309b556f4999c9f3edb7af9a70a77eada46bc5bd1e3dc4
Universities,"$105,159.96",$138.00,University of Western Ontario,Professor / Clinical MD,2001,1a6ef8ee02f213233deff812d68a5e6826cf862b048c08406304a2d1e65181b5
Universities,"$114,194.04",$59.60,University of Western Ontario,Professor / MD,2001,479ef5b70d982eaaf54c3162df1a121d9b5859223d9f5906ba1f76ea2f9a576d
Universities,"$115,720.10",$138.00,University of Western Ontario,Associate Professor,2001,ef153b2d667810162613aeec3cda0798c46777971c7de3377bf076d8d62f7135
Universities,"$113,615.39",$138.00,University of Western Ontario,Professor,2001,b8d6be69bb095ce9800ffce6976a95f0a91f281964cd949dba63ef4366211d29
Universities,"$101,606.90",$138.00,University of Western Ontario,Professor,2001,c99432bd734e1625730dabd64037041697453d9f96f872bcfa94317118a18a91
Universities,"$125,273.19",$138.00,University of Western Ontario,Professor,2001,83effe0840a5ed090483089eedcc1d3877c1cac9ca2547e1af4b50fd580c14dc
Universities,"$158,666.40",$59.60,University of Western Ontario,Associate Professor / MD,2001,1764bb49981424f4e6f943293ac48eba72733656cc712eed9b723d23d61be373
Universities,"$100,961.78",$888.00,University of Western Ontario,Assistant Professor,2001,618836cdb6f72ebe6b41194c56648afb631c0a771a4ac58d31081e8d1dcfff4e
Universities,"$101,098.90",$888.00,University of Western Ontario,Assistant Professor,2001,be94876c8eca7da0123f3b85e555de9c47f7fabac98cd1575808bc90d77906c1
Universities,"$120,575.04",$138.00,University of Western Ontario,University Librarian,2001,33ddad96bdbdb89f0ec431da58351b84b86c51d8c2fdc369d3ab63d91bd257d8
Universities,"$184,000.02",$138.00,University of Western Ontario,"Vice President, External",2001,46e406fb168f26066ed660b39adf60417e12a0e591c4154eaf277199e01ed31e
Universities,"$104,638.50",$138.00,University of Western Ontario,Dir-Ind Liason & Research Park,2001,109284ee214a1e78e79d2b830330f606401de4775e6eeea2a28be894c4e580eb
Universities,"$102,199.98",$0.00,University of Western Ontario,Clinical Fellow,2001,0cc3b881d61224566f0d79c9ac65477cfb22fd4432f68375805055485d7a9a94
Universities,"$112,749.98",$138.00,University of Western Ontario,Director-University Campaign,2001,25ae9d27643f46c7ad45aa54e35337e6afb95dee07fb40641bdec00be69175e8
Universities,"$148,951.50",$138.00,University of Western Ontario,Professor,2001,d57a39bd2b6237305b797f6f34daf2b7a720612f28c445230ec803f7c75d517e
Universities,"$104,498.52",$138.00,University of Western Ontario,Professor,2001,ac1154857e72973e3bf016518c93ed216a94b22d04fc59878f843fc6cf9b605b
Universities,"$115,106.93",$138.00,University of Western Ontario,Associate Professor,2001,2314b97793c37847a09ac9b8a0026b199cc25e46aac3219b99e6961c3b155e04
Universities,"$101,694.76",$138.00,University of Western Ontario,Professor,2001,8ca24324b1884a5c89396d22836eeb8bcdc8d4836d2f601455c1fa17a9108c50
Universities,"$118,338.07",$138.00,University of Western Ontario,Assoc. V.P. (Housing & Anc),2001,108774bd6c2e4c1d12243c7dcc9b692f6da027ccff4d946462eb64ce63cd45ce
Universities,"$105,963.42",$138.00,University of Western Ontario,Professor,2001,94f85c59973f75373de9325f9bd9bd55a1d4187c6beb2ea6a4b32d35196e3a0a
Universities,"$112,927.20",$59.60,University of Western Ontario,Professor / MD,2001,5e14d77ddcad300a89ffebca8b457a82afe174564f28ea46ede29c26414d4540
Universities,"$119,824.02",$138.00,University of Western Ontario,Assoc Dean / Associate Professor,2001,3442b5d12015364443534e5437647c2d768a46c3f9474d2d31c39c20d6a0eda3
Universities,"$113,436.18",$138.00,University of Western Ontario,Professor,2001,ef773b118b51a7a7968e8283206ead4f60fcc0a6c8ce91ad8d46b6c42a33be03
Universities,"$128,863.22",$138.00,University of Western Ontario,Professor,2001,d9c42fb7fbeb2ac7cffea3eca9ff1a8b98f5fd60c8d83ce2bf11ad5c034c858f
Universities,"$115,269.36",$59.60,University of Western Ontario,Professor / MD,2001,ddcddfa0ec2034a82b1a3bc8fa1001aef93dc708bc27d6dc2dd99ba11290a1c8
Universities,"$107,273.64",$138.00,University of Western Ontario,Professor,2001,6ee7b4004e861f261db94c6cb3c90a69bbb856bc1b39de45f87286fe94f21390
Universities,"$102,392.66",$138.00,University of Western Ontario,Professor,2001,3bb345120536d5f08fcb7dcfedcfc9d4be6db846f9be12e5aef4e8c31e04ee04
Universities,"$134,250.03",$138.00,University of Western Ontario,Vice-Provost & Registrar,2001,7c14b46f13de745fdba59885b2d8389a807248daaac68a24e27ff929d84ac8ab
Universities,"$105,073.68",$138.00,University of Western Ontario,Professor,2001,c96fe52b4aa36e1d10212cb1991ebdb6a4812a9dad12cb1970cf7760ea9cd0bc
Universities,"$117,952.22",$127.08,University of Western Ontario,Associate Professor,2001,c5ea818486c3b1a2f23f6fccf51530b90867f3382ce63c60840911b4a684da66
Universities,"$106,645.26",$138.00,University of Western Ontario,Professor,2001,8dcbd90b96d0ba6c85b9b1d47287d0524239a2c55fda59ef2b3af214cb2d5378
Universities,"$258,062.51",$138.00,University of Western Ontario,Dean / Professor,2001,a02ed9b133146813cf058f27ee3ee80896c00194e937c75752cd35e464a04b88
Universities,"$108,646.50",$138.00,University of Western Ontario,Associate V.P. (Research),2001,339bed4e958f7bf2d5a9cd6ab983aebc4020308e801e3f73b4ea8447ebe681a1
Universities,"$104,633.90",$138.00,University of Western Ontario,Associate Dean / Professor,2001,b8faa547e6bd37e2b1fa909f818253c99361ae589a189e2edfa5e77219d5d2f7
Universities,"$103,384.12",$138.00,University of Western Ontario,Associate Professor,2001,95076e5105dfefe7d99f0f258a6c571ff413b85678e2054c19e0b0cecda213a1
Universities,"$101,170.46",$138.00,University of Western Ontario,Professor,2001,18160c61df4ee47366309cbb582141c0748ad3b56f967f557bc8aada2fc1e3ba
Universities,"$105,867.54",$138.00,University of Western Ontario,Professor,2001,06208a6e304d3f50e44c0ec5575da4175d1ab77a11e0ffb8ae5f7b43771dad13
Universities,"$111,956.52",$138.00,University of Western Ontario,Professor,2001,d9c7bd76cda92a09411805c96509e0177feb7c2e0acdb1fee48260769d5bcb9b
Universities,"$111,003.81",$138.00,University of Western Ontario,Professor,2001,b8d894b25315c62034de391c3943adca493360f257d07d66dfcd7945f1306da6
Universities,"$109,036.48",$138.00,University of Western Ontario,Assoc. Dean / Professor,2001,dab554de615fa276b0f76ad4910f8ee44970d060b4c8756e30b8723640e30a45
Universities,"$114,764.52",$138.00,University of Western Ontario,Director / Professor,2001,2a1164413d318e7dcdbeb9a947d925a270745ea01f03891d6f9984f770506f99
Universities,"$115,461.50",$138.00,University of Western Ontario,Professor,2001,54fb02345b4d44e015f2ad7234a96e6b5d7acb1ff9a22fd8675c447e66212e14
Universities,"$103,670.36",$138.00,University of Western Ontario,Assistant Professor,2001,39c3f4c083aa61bd4a3b0cd82b828027b89abe3db2b6db3cc34d758a184f15fb
Universities,"$101,419.98",$59.60,University of Western Ontario,Professor / MD,2001,a0b74c7ee47d92f4a1911211ce3635e2a6253035b2676269136ede87449147fe
Universities,"$107,951.54",$138.00,University of Western Ontario,Physician,2001,6c3ec4efbe43a2c7aa855ce0e81b937f84613c3a22dd679ded34262cfee7d844
Universities,"$125,760.60",$138.00,University of Western Ontario,Professor,2001,284917875df56d36c3ae3182483a8ebcc31b80d3b914d5b214220ad6e11278c2
Universities,"$149,509.68",$138.00,University of Western Ontario,Professor,2001,3b66d14a6899377e599804d146bdf267bb6c45fcdd3b1d13a0f36ae3ec9e9a40
Universities,"$120,846.50",$138.00,University of Western Ontario,Director International Research,2001,ea0d46be030eb461fa009cb04ad28d2674462521835ba92039e8e0f78461bc7c
Universities,"$108,393.84",$138.00,University of Western Ontario,Associate Professor,2001,e059c313c006b682eb30dee24d81817765f3b94f42aeda105ff25d76f8e88ce9
Universities,"$104,978.63",$138.00,University of Western Ontario,Professor,2001,705bca0ecd9bff3a89d0a126b5d9078feca2b346be9db80fefb8eb8605c509f1
Universities,"$101,521.91",$138.00,University of Western Ontario,Professor,2001,a69d17026310808fcef609aa598687e9b9ce6f5ddb438f350e7cf13e68456d12
Universities,"$101,346.02",$138.00,University of Western Ontario,Assistant Professor,2001,0089cd938f6edf30290725db875d2d8b31202195a026adb8c51437fac3dd06aa
Universities,"$102,035.76",$59.60,University of Western Ontario,Professor / MD,2001,b5a300b30880d061ba4022b2ae00abc2b129686d81bb36103328e2e1e19649cd
Universities,"$106,383.14",$138.00,University of Western Ontario,Professor,2001,785b4708e092fedfe132ceddcf397aaf5fb74d605205002f2e051b8c6bc40ab3
Universities,"$143,368.98",$138.00,University of Western Ontario,Director / Assoc. Dean Professor,2001,892fa525e8aa7b71e1e68e92a35214d5a1e17ed69688fee81fec9a1e5dc3f447
Universities,"$113,909.01",$59.60,University of Western Ontario,Associate Professor / MD,2001,870d427653b384c3e3cd200bb714bc9847925c1f63d090b6493f02f57eca9713
Universities,"$108,107.88",$138.00,University of Western Ontario,Associate Professor,2001,b6cceb8671700043b013f0fb570dc828f0de0928af123124e799dd6cff4c0e6f
Universities,"$160,431.00",$59.60,University of Western Ontario,Assoc Dean / Professor / MD,2001,79e63ffcf16e2f3e0a4f3ed17e19ab5c61ac3b67b171e69f31a12158051fc505
Universities,"$104,223.00",$138.00,University of Western Ontario,Assoc Dean / Professor,2001,008f23d6726fea0c970228ea677d98d5fced82d8a441c7f841bc94777fe592b1
Universities,"$137,864.13",$138.00,University of Western Ontario,Professor,2001,9b7c43da17d6dd3b3d932f908c70fba85d463e93ba7bdee6b46aedaeb7ed3d5b
Universities,"$102,497.71",$138.00,University of Western Ontario,Professor,2001,eeca0eed3d79ae8de59e85a31a051b7b4a766d3f0626001e34d2cd731ec8df38
Universities,"$102,901.69",$138.00,University of Western Ontario,Professor,2001,6687a2e2f7ee2d681f009b3acf71721e72ac847b21054dd3bfb3f6baaa4a7a18
Universities,"$119,804.33",$138.00,University of Western Ontario,Professor,2001,93b2488a5ba50cc6c23912987e184063f6a3ecbf7073d537694d8545ea45fee8
Universities,"$149,462.69",$138.00,University of Western Ontario,Professor,2001,a952a562e1b96e10e4ac25a06e66db2c72456b35cec281679e3b8b5dfa2b9793
Universities,"$107,028.83",$138.00,University of Western Ontario,Professor,2001,dd0c6953756d9e20475e410b35184ee10e65125199f288f306d78d8e810b27c4
Universities,"$106,341.05",$138.00,University of Western Ontario,Professor,2001,e322917f560edd3080403499c39ae5c7bd01a8089591420789410098fda1ff7c
Universities,"$119,633.04",$59.60,University of Western Ontario,Associate Professor / MD,2001,e29024842cd035e729740f100e000e6769f562ad2f1f0ce3f230a383ef6e1007
Universities,"$116,058.74",$59.60,University of Western Ontario,Professor / MD,2001,8ebaa3f96062e8c528bf05c8735e1d4ed6a1200cd99c83df8449adcaec442c44
Universities,"$138,905.20",$138.00,University of Western Ontario,Professor,2001,6d2ac8569973eedef9a9eabed354cf41b096aed2a3195466c64a5f02fc2d933b
Universities,"$135,574.99",$138.00,University of Western Ontario,Dean / Professor,2001,08c2b49e2a518d6db50fb9578c3c91bbce277689587851c1bc78b14d37989f56
Universities,"$104,142.54",$138.00,University of Western Ontario,Assistant Professor,2001,94130abb8f4c8021d34288fc5f3e9c94fa38e0548167f0e23c25c196d74b4e33
Universities,"$105,577.46",$138.00,University of Western Ontario,Professor,2001,df6bfcfed7055045db07bc9c37912846e38bfdd378354501c82e3ade655516c8
Universities,"$138,365.35",$138.00,University of Western Ontario,Director-Health Services,2001,220696cffdbe2cf3e8c7a4dab1298edcf10599c92008dc8b4efc0d47c4c3e415
Universities,"$106,384.02",$138.00,University of Western Ontario,Assoc Dean / Associate Professor,2001,efd6a2af1ee94956249c0dc7e4e4ecb1aab543af8470223e2ddda938fc764fca
Universities,"$105,220.77",$138.00,University of Western Ontario,Assoc. Dean / Professor,2001,2fa2da0ce2f69ba1ed49302b0e8b6ce1262fc7c40812a1d7b492c87aa9b42d59
Universities,"$107,381.78",$138.00,University of Western Ontario,Professor,2001,14a53869cefe6ff17707ddde20622c40129e9b1abfadc135956f2c43a7f0a239
Universities,"$105,910.62",$138.00,University of Western Ontario,Professor,2001,e5dcb5a6db4da5cbbb0bd0f544d628c1d0c697dfd63fe2a75790f8255a696027
Universities,"$100,500.00",$138.00,University of Western Ontario,Professor,2001,21f6d7c160ed4797fc6ff15235453b9d34d1857a1218e92ed6f31fd781ef411a
Universities,"$123,217.38",$138.00,University of Western Ontario,Professor,2001,38a0786ffd4d82f52c2b7a888855569186c72df71a1460df4870b5deb3e9ff84
Universities,"$101,063.88",$138.00,University of Western Ontario,Professor,2001,9d1deb048dabb1d60f2219888fd2f1e57394ff67d46bb7f095bb78d554820a9e
Universities,"$105,216.62",$138.00,University of Western Ontario,Professor,2001,09961b7971ce727691ba876f9b67988a3ce83bcf29016b963ee1503438f1e182
Universities,"$106,423.42",$138.00,University of Western Ontario,Professor,2001,260b740f23813c9ff929ad3078cab285657bbaa850dc96550185a8dc00d6b6fb
Universities,"$205,499.96",$138.00,University of Western Ontario,Professor / Clinical MD,2001,b7e920d6524581c42a1650a184bcc07bf11852f2497becce90c3b4eb03bce9d7
Universities,"$125,976.00",$59.60,University of Western Ontario,Assistant Professor / MD,2001,569cba42b2ec0ff45949ee8e2611a3bad19ec65fb200ccef78d64306a8daa6a3
Universities,"$101,146.92",$138.00,University of Western Ontario,Professor,2001,8211ea547210d0d075b1a41dc521914df1c187172c2dec1eeaa05bc7dc941585
Universities,"$100,149.38",$138.00,University of Western Ontario,Assistant Professor,2001,94added017dcd7a57be31cd133ec39acdbf7da4d6fb229519cc843ccbb30383a
Universities,"$106,610.90",$138.00,University of Western Ontario,Director-Faculty Relations,2001,c072c7fa389406954bcbaff3900bfcd4dfd1a3ed664b546e66963f1d68be4e7d
Universities,"$200,250.00",$138.00,University of Western Ontario,Vice-Pres (Admin) / Gen. Counsel,2001,0628d7323817fd3c20512fd5d9e30784beccbe0e58b0b4149abb8c246cd9fcf0
